dataset_id,description,licensed
578306,Daily refinery unplanned outage for HCU units (42809) in Russia: Ust-Luga in kb/d,yes
578307,Daily refinery unplanned outage for HCU units (59549) in Russia: Ryazan in kb/d,yes
578308,Daily refinery unplanned outage for HCU units (20503) in Russia: Volgograd in kb/d,yes
578309,Daily refinery unplanned outage for HCU units (20092) in Russia: Syzran in kb/d,yes
578310,Daily refinery unplanned outage for HCU units (20378) in Russia: Ufaneftekhim in kb/d,yes
578311,Daily refinery unplanned outage for HCU units (20727) in Russia: Yaroslavl (YaNOS) in kb/d,yes
578312,Daily refinery unplanned outage for HCU units (20724) in Russia: Yaroslavl (YaNOS) in kb/d,yes
578313,Daily refinery unplanned outage for HCU units (20379) in Russia: Ufaneftekhim in kb/d,yes
578314,Daily refinery unplanned outage for HCU units (20380) in Russia: Ufaneftekhim in kb/d,yes
578315,Daily refinery unplanned outage for HCU units (18728) in Russia: Orsk in kb/d,yes
578316,Daily refinery unplanned outage for HCU units (18849) in Russia: Perm in kb/d,yes
578317,Daily refinery unplanned outage for HCU units (18567) in Russia: Nizhnekamsk (Taneko) in kb/d,yes
578318,Daily refinery unplanned outage for HCU units (17630) in Russia: Kuibyshev in kb/d,yes
578319,Daily refinery unplanned outage for HCU units (17546) in Russia: Kirishi in kb/d,yes
578320,Daily refinery unplanned outage for ISO units (59532) in Russia: Yaisky (Yaysk) in kb/d,yes
578321,Daily refinery unplanned outage for ISO units (15403) in Russia: Tyumen (Antipinsky) in kb/d,yes
578322,Daily refinery unplanned outage for ISO units (20328) in Russia: Tuapse in kb/d,yes
578323,Daily refinery unplanned outage for ISO units (19517) in Russia: Ryazan in kb/d,yes
578324,Daily refinery unplanned outage for ISO units (17584) in Russia: Komsomolsk in kb/d,yes
578325,Daily refinery unplanned outage for ISO units (15485) in Russia: Astrakhan in kb/d,yes
578326,Daily refinery unplanned outage for ISO units (20386) in Russia: Ufaneftekhim in kb/d,yes
578327,Daily refinery unplanned outage for ISO units (20504) in Russia: Volgograd in kb/d,yes
578328,Daily refinery unplanned outage for ISO units (60719) in Russia: Syzran in kb/d,yes
578329,Daily refinery unplanned outage for ISO units (59537) in Russia: Saratov in kb/d,yes
578330,Daily refinery unplanned outage for ISO units (59533) in Russia: Novoufimsk (Novoil) in kb/d,yes
578331,Daily refinery unplanned outage for ISO units (19558) in Russia: Salavat in kb/d,yes
578332,Daily refinery unplanned outage for ISO units (17555) in Russia: Kirishi in kb/d,yes
578333,Daily refinery unplanned outage for RFMR units (18592) in Russia: NORSI (Nizhny Novgorod) in kb/d,yes
578334,Daily refinery unplanned outage for RFMR units (59530) in Russia: Yaisky (Yaysk) in kb/d,yes
578335,Daily refinery unplanned outage for RFMR units (59572) in Russia: Volgograd in kb/d,yes
578336,Daily refinery unplanned outage for RFMR units (20501) in Russia: Volgograd in kb/d,yes
578337,Daily refinery unplanned outage for RFMR units (19568) in Russia: Salavat in kb/d,yes
578338,Daily refinery unplanned outage for RFMR units (19511) in Russia: Ryazan in kb/d,yes
578339,Daily refinery unplanned outage for RFMR units (18353) in Russia: Moscow in kb/d,yes
578340,Daily refinery unplanned outage for RFMR units (19512) in Russia: Ryazan in kb/d,yes
578341,Daily refinery unplanned outage for RFMR units (18599) in Russia: NORSI (Nizhny Novgorod) in kb/d,yes
578342,Daily refinery unplanned outage for RFMR units (20091) in Russia: Syzran in kb/d,yes
578343,Daily refinery unplanned outage for RFMR units (20100) in Russia: Syzran in kb/d,yes
578344,Daily refinery unplanned outage for RFMR units (19513) in Russia: Ryazan in kb/d,yes
578345,Daily refinery unplanned outage for RFMR units (15398) in Russia: Tyumen (Antipinsky) in kb/d,yes
578346,Daily refinery unplanned outage for RFMR units (18355) in Russia: Moscow in kb/d,yes
578347,Daily refinery unplanned outage for RFMR units (20327) in Russia: Tuapse in kb/d,yes
578348,Daily refinery unplanned outage for RFMR units (18639) in Russia: Novoufimsk (Novoil) in kb/d,yes
578349,Daily refinery unplanned outage for RFMR units (20097) in Russia: Syzran in kb/d,yes
578350,Daily refinery unplanned outage for RFMR units (19651) in Russia: Saratov in kb/d,yes
578351,Daily refinery unplanned outage for RFMR units (18600) in Russia: NORSI (Nizhny Novgorod) in kb/d,yes
578352,Daily refinery unplanned outage for RFMR units (19650) in Russia: Saratov in kb/d,yes
578353,Daily refinery unplanned outage for RFMR units (18679) in Russia: Omsk in kb/d,yes
578354,Daily refinery unplanned outage for RFMR units (15483) in Russia: Astrakhan in kb/d,yes
578355,Daily refinery unplanned outage for RFMR units (20375) in Russia: Ufaneftekhim in kb/d,yes
578356,Daily refinery unplanned outage for RFMR units (18842) in Russia: Perm in kb/d,yes
578357,Daily refinery unplanned outage for RFMR units (18848) in Russia: Perm in kb/d,yes
578358,Daily refinery unplanned outage for RFMR units (18726) in Russia: Orsk in kb/d,yes
578359,Daily refinery unplanned outage for RFMR units (18678) in Russia: Omsk in kb/d,yes
578360,Daily refinery unplanned outage for RFMR units (18634) in Russia: Novoufimsk (Novoil) in kb/d,yes
578361,Daily refinery unplanned outage for RFMR units (18622) in Russia: Novokuibyshev in kb/d,yes
578362,Daily refinery unplanned outage for RFMR units (17547) in Russia: Kirishi in kb/d,yes
578363,Daily refinery unplanned outage for RFMR units (17549) in Russia: Kirishi in kb/d,yes
578364,Daily refinery unplanned outage for RHC units (20329) in Russia: Tuapse in kb/d,yes
578365,Daily refinery unplanned outage for RHC units (18562) in Russia: Nizhnekamsk (TAIF) in kb/d,yes
578366,Daily refinery unplanned outage for RHC units (18561) in Russia: Nizhnekamsk (TAIF) in kb/d,yes
578367,Daily refinery unplanned outage for TCU units (20098) in Russia: Syzran in kb/d,yes
578368,Daily refinery unplanned outage for VBR units (18690) in Russia: Omsk in kb/d,yes
578369,Daily refinery unplanned outage for VBR units (20402) in Russia: Ufa (Ufimsky) in kb/d,yes
578370,Daily refinery unplanned outage for VBR units (59539) in Russia: Ufaneftekhim in kb/d,yes
578371,Daily refinery unplanned outage for VBR units (59538) in Russia: Saratov in kb/d,yes
578372,Daily refinery unplanned outage for VBR units (59534) in Russia: Ryazan in kb/d,yes
578373,Daily refinery unplanned outage for VBR units (59536) in Russia: Orsk in kb/d,yes
578374,Daily refinery unplanned outage for VBR units (18563) in Russia: Nizhnekamsk (TAIF) in kb/d,yes
578375,Daily refinery unplanned outage for VBR units (15284) in Russia: Afipsky in kb/d,yes
578376,Daily refinery unplanned outage for VBR units (18640) in Russia: Novoufimsk (Novoil) in kb/d,yes
578377,Daily refinery unplanned outage for VBR units (17550) in Russia: Kirishi in kb/d,yes
578378,Daily refinery unplanned outage for VDU units (15401) in Russia: Tyumen (Antipinsky) in kb/d,yes
578379,Daily refinery unplanned outage for VDU units (21100) in Russia: Slavyansk-Eco in kb/d,yes
578380,Daily refinery unplanned outage for VDU units (20743) in Russia: Yaisky (Yaysk) in kb/d,yes
578381,Daily refinery unplanned outage for VDU units (20324) in Russia: Tuapse in kb/d,yes
578382,Daily refinery unplanned outage for VDU units (20101) in Russia: Syzran in kb/d,yes
578383,Daily refinery unplanned outage for VDU units (19652) in Russia: Saratov in kb/d,yes
578384,Daily refinery unplanned outage for VDU units (275345) in Russia: Ryazan in kb/d,yes
578385,Daily refinery unplanned outage for VDU units (21748) in Russia: Perviy Zavod in kb/d,yes
578386,Daily refinery unplanned outage for VDU units (18644) in Russia: Novoufimsk (Novoil) in kb/d,yes
578387,Daily refinery unplanned outage for VDU units (15283) in Russia: Afipsky in kb/d,yes
578388,Daily refinery unplanned outage for VDU units (15259) in Russia: Achinsk in kb/d,yes
578389,Daily refinery unplanned outage for VDU units (20510) in Russia: Volgograd in kb/d,yes
578390,Daily refinery unplanned outage for VDU units (20511) in Russia: Volgograd in kb/d,yes
578391,Daily refinery unplanned outage for VDU units (18068) in Russia: Mari-El (Mariyisky) in kb/d,yes
578392,Daily refinery planned outage for CDU units (21869) in Turkmenistan: Turkmenbashi in kb/d,yes
578393,Daily refinery planned outage for FCC units (125615) in Turkmenistan: Turkmenbashi in kb/d,yes
578394,Daily refinery unplanned outage for CDU units (21835) in Ukraine: Lisichansk Refinery in kb/d,yes
578395,Daily refinery unplanned outage for CDU units (21864) in Ukraine: Kherson in kb/d,yes
578396,Daily refinery unplanned outage for CDU units (21852) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578397,Daily refinery unplanned outage for CDU units (21865) in Ukraine: Kherson in kb/d,yes
578398,Daily refinery unplanned outage for CDU units (21853) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578399,Daily refinery unplanned outage for CDU units (21854) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578400,Daily refinery unplanned outage for COK units (21866) in Ukraine: Kherson in kb/d,yes
578401,Daily refinery unplanned outage for FCC units (21855) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578402,Daily refinery unplanned outage for FCC units (21856) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578403,Daily refinery unplanned outage for FCC units (21837) in Ukraine: Lisichansk Refinery in kb/d,yes
578404,Daily refinery unplanned outage for RFMR units (21867) in Ukraine: Kherson in kb/d,yes
578405,Daily refinery unplanned outage for RFMR units (21857) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578406,Daily refinery unplanned outage for RFMR units (21858) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578407,Daily refinery unplanned outage for RFMR units (21859) in Ukraine: Kremenchug (Ukrtatnafta) in kb/d,yes
578408,Daily refinery unplanned outage for RFMR units (21836) in Ukraine: Lisichansk Refinery in kb/d,yes
578409,Daily refinery planned outage for CDU units (15978) in Uzbekistan: Bukhara in kb/d,yes
578410,Daily refinery planned outage for CDU units (16731) in Uzbekistan: Fergana in kb/d,yes
578411,Daily refinery planned outage for CDU units (16732) in Uzbekistan: Fergana in kb/d,yes
578412,Daily refinery planned outage for CDU units (16734) in Uzbekistan: Fergana in kb/d,yes
578413,Daily refinery planned outage for CDU units (16730) in Uzbekistan: Fergana in kb/d,yes
578414,Daily refinery planned outage for CDU units (16733) in Uzbekistan: Fergana in kb/d,yes
578415,Daily refinery planned outage for RFMR units (15979) in Uzbekistan: Bukhara in kb/d,yes
578416,Daily refinery unplanned outage for CDU units (15978) in Uzbekistan: Bukhara in kb/d,yes
578417,Daily refinery unplanned outage for CDU units (16730) in Uzbekistan: Fergana in kb/d,yes
578418,Daily refinery unplanned outage for CDU units (16731) in Uzbekistan: Fergana in kb/d,yes
578419,Daily refinery unplanned outage for CDU units (16732) in Uzbekistan: Fergana in kb/d,yes
578420,Daily refinery unplanned outage for CDU units (16733) in Uzbekistan: Fergana in kb/d,yes
578421,Daily refinery unplanned outage for CDU units (16734) in Uzbekistan: Fergana in kb/d,yes
578422,Daily refinery unplanned outage for RFMR units (15979) in Uzbekistan: Bukhara in kb/d,yes
578423,Daily refinery unplanned outage for VDU units (16735) in Uzbekistan: Fergana in kb/d,yes
578424,Daily refinery planned outage for ALK units (15970) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578425,Daily refinery planned outage for CDU units (16011) in Argentina: Campana in kb/d,yes
578426,Daily refinery planned outage for CDU units (15967) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578427,Daily refinery planned outage for CDU units (20911) in Argentina: Plaza Huincul (Neuqen) in kb/d,yes
578428,Daily refinery planned outage for CDU units (16016) in Argentina: Campo Duran (Refnor) in kb/d,yes
578429,Daily refinery planned outage for CDU units (15516) in Argentina: Bahia Blanca in kb/d,yes
578430,Daily refinery planned outage for CDU units (15517) in Argentina: Bahia Blanca in kb/d,yes
578431,Daily refinery planned outage for CDU units (17684) in Argentina: La Plata in kb/d,yes
578432,Daily refinery planned outage for CDU units (17685) in Argentina: La Plata in kb/d,yes
578433,Daily refinery planned outage for CDU units (17686) in Argentina: La Plata in kb/d,yes
578434,Daily refinery planned outage for CDU units (17906) in Argentina: Lujan de Cuyo in kb/d,yes
578435,Daily refinery planned outage for CDU units (17907) in Argentina: Lujan de Cuyo in kb/d,yes
578436,Daily refinery planned outage for CDU units (15968) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578437,Daily refinery planned outage for COK units (15969) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578438,Daily refinery planned outage for COK units (59588) in Argentina: Campana in kb/d,yes
578439,Daily refinery planned outage for COK units (17899) in Argentina: Lujan de Cuyo in kb/d,yes
578440,Daily refinery planned outage for FCC units (17901) in Argentina: Lujan de Cuyo in kb/d,yes
578441,Daily refinery planned outage for FCC units (15972) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578442,Daily refinery planned outage for FCC units (15514) in Argentina: Bahia Blanca in kb/d,yes
578443,Daily refinery planned outage for FCC units (17682) in Argentina: La Plata in kb/d,yes
578444,Daily refinery planned outage for FCC units (16009) in Argentina: Campana in kb/d,yes
578445,Daily refinery planned outage for FCC units (17681) in Argentina: La Plata in kb/d,yes
578446,Daily refinery planned outage for HCU units (17904) in Argentina: Lujan de Cuyo in kb/d,yes
578447,Daily refinery planned outage for RFMR units (17680) in Argentina: La Plata in kb/d,yes
578448,Daily refinery planned outage for RFMR units (16012) in Argentina: Campana in kb/d,yes
578449,Daily refinery planned outage for RFMR units (20912) in Argentina: Plaza Huincul (Neuqen) in kb/d,yes
578450,Daily refinery planned outage for RFMR units (15515) in Argentina: Bahia Blanca in kb/d,yes
578451,Daily refinery planned outage for RFMR units (17683) in Argentina: La Plata in kb/d,yes
578452,Daily refinery planned outage for RFMR units (15971) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578453,Daily refinery planned outage for VBR units (15519) in Argentina: Bahia Blanca in kb/d,yes
578454,Daily refinery planned outage for VDU units (16013) in Argentina: Campana in kb/d,yes
578455,Daily refinery planned outage for VDU units (15518) in Argentina: Bahia Blanca in kb/d,yes
578456,Daily refinery unplanned outage for ALK units (15970) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578457,Daily refinery unplanned outage for CDU units (15967) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578458,Daily refinery unplanned outage for CDU units (15968) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578459,Daily refinery unplanned outage for CDU units (20911) in Argentina: Plaza Huincul (Neuqen) in kb/d,yes
578460,Daily refinery unplanned outage for CDU units (15516) in Argentina: Bahia Blanca in kb/d,yes
578461,Daily refinery unplanned outage for CDU units (15517) in Argentina: Bahia Blanca in kb/d,yes
578462,Daily refinery unplanned outage for CDU units (17684) in Argentina: La Plata in kb/d,yes
578463,Daily refinery unplanned outage for CDU units (17685) in Argentina: La Plata in kb/d,yes
578464,Daily refinery unplanned outage for CDU units (17686) in Argentina: La Plata in kb/d,yes
578465,Daily refinery unplanned outage for CDU units (21547) in Argentina: San Lorenzo in kb/d,yes
578466,Daily refinery unplanned outage for CDU units (21548) in Argentina: San Lorenzo in kb/d,yes
578467,Daily refinery unplanned outage for CDU units (17906) in Argentina: Lujan de Cuyo in kb/d,yes
578468,Daily refinery unplanned outage for CDU units (17907) in Argentina: Lujan de Cuyo in kb/d,yes
578469,Daily refinery unplanned outage for CDU units (16016) in Argentina: Campo Duran (Refnor) in kb/d,yes
578470,Daily refinery unplanned outage for COK units (15969) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578471,Daily refinery unplanned outage for COK units (17687) in Argentina: La Plata in kb/d,yes
578472,Daily refinery unplanned outage for COK units (17899) in Argentina: Lujan de Cuyo in kb/d,yes
578473,Daily refinery unplanned outage for COK units (17900) in Argentina: Lujan de Cuyo in kb/d,yes
578474,Daily refinery unplanned outage for FCC units (15972) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578475,Daily refinery unplanned outage for FCC units (15514) in Argentina: Bahia Blanca in kb/d,yes
578476,Daily refinery unplanned outage for FCC units (17681) in Argentina: La Plata in kb/d,yes
578477,Daily refinery unplanned outage for FCC units (17682) in Argentina: La Plata in kb/d,yes
578478,Daily refinery unplanned outage for FCC units (17901) in Argentina: Lujan de Cuyo in kb/d,yes
578479,Daily refinery unplanned outage for HCU units (17904) in Argentina: Lujan de Cuyo in kb/d,yes
578480,Daily refinery unplanned outage for RFMR units (17680) in Argentina: La Plata in kb/d,yes
578481,Daily refinery unplanned outage for RFMR units (17683) in Argentina: La Plata in kb/d,yes
578482,Daily refinery unplanned outage for RFMR units (15971) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578483,Daily refinery unplanned outage for RFMR units (20912) in Argentina: Plaza Huincul (Neuqen) in kb/d,yes
578484,Daily refinery unplanned outage for RFMR units (15515) in Argentina: Bahia Blanca in kb/d,yes
578485,Daily refinery unplanned outage for RFMR units (17905) in Argentina: Lujan de Cuyo in kb/d,yes
578486,Daily refinery unplanned outage for TCU units (21549) in Argentina: San Lorenzo in kb/d,yes
578487,Daily refinery unplanned outage for VBR units (15974) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578488,Daily refinery unplanned outage for VBR units (15519) in Argentina: Bahia Blanca in kb/d,yes
578489,Daily refinery unplanned outage for VDU units (15973) in Argentina: Dock Sud (Buenos Aires) in kb/d,yes
578490,Daily refinery unplanned outage for VDU units (17688) in Argentina: La Plata in kb/d,yes
578491,Daily refinery unplanned outage for VDU units (15518) in Argentina: Bahia Blanca in kb/d,yes
578492,Daily refinery planned outage for CDU units (16262) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578493,Daily refinery planned outage for CDU units (19631) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578494,Daily refinery planned outage for CDU units (19632) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578495,Daily refinery planned outage for CDU units (16261) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578496,Daily refinery planned outage for RFMR units (16263) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578497,Daily refinery planned outage for RFMR units (16266) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578498,Daily refinery planned outage for RFMR units (19629) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578499,Daily refinery planned outage for RFMR units (19630) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578500,Daily refinery planned outage for VDU units (16264) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578501,Daily refinery planned outage for VDU units (16265) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578502,Daily refinery unplanned outage for CDU units (16261) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578503,Daily refinery unplanned outage for CDU units (16262) in Bolivia: Cochabamba (Villarael) in kb/d,yes
578504,Daily refinery unplanned outage for CDU units (19631) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578505,Daily refinery unplanned outage for CDU units (19632) in Bolivia: Santa Cruz (Guillermo Elder) in kb/d,yes
578506,"Daily refinery planned outage for ALK units (19484) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578507,Daily refinery planned outage for CDU units (19423) in Brazil: Rnest (Abreu e Lima) in kb/d,yes
578508,"Daily refinery planned outage for CDU units (19341) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578509,"Daily refinery planned outage for CDU units (19355) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578510,"Daily refinery planned outage for CDU units (19330) in Brazil: Repar (Araucaria, Parana) in kb/d",yes
578511,Daily refinery planned outage for CDU units (19327) in Brazil: Reman (Manaus) in kb/d,yes
578512,Daily refinery planned outage for CDU units (19326) in Brazil: Reman (Manaus) in kb/d,yes
578513,Daily refinery planned outage for CDU units (20874) in Brazil: Refinaria de Mataripe in kb/d,yes
578514,Daily refinery planned outage for CDU units (20876) in Brazil: Refinaria de Mataripe in kb/d,yes
578515,Daily refinery planned outage for CDU units (19268) in Brazil: Recap (Capuava SP) in kb/d,yes
578516,Daily refinery planned outage for CDU units (20875) in Brazil: Refinaria de Mataripe in kb/d,yes
578517,Daily refinery planned outage for CDU units (19300) in Brazil: Regap (Betim) in kb/d,yes
578518,"Daily refinery planned outage for CDU units (19287) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578519,Daily refinery planned outage for CDU units (19305) in Brazil: Regap (Betim) in kb/d,yes
578520,"Daily refinery planned outage for CDU units (19288) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578521,Daily refinery planned outage for CDU units (19493) in Brazil: RPCC (Guamare) in kb/d,yes
578522,Daily refinery planned outage for CDU units (19494) in Brazil: RPCC (Guamare) in kb/d,yes
578523,Daily refinery planned outage for CDU units (19272) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578524,Daily refinery planned outage for CDU units (19273) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578525,Daily refinery planned outage for CDU units (19275) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578526,"Daily refinery planned outage for CDU units (19479) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578527,"Daily refinery planned outage for CDU units (19481) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578528,"Daily refinery planned outage for CDU units (19480) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578529,Daily refinery planned outage for CDU units (19412) in Brazil: Riograndense (ex Ipririanga Pelotas) in kb/d,yes
578530,"Daily refinery planned outage for CDU units (19351) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578531,Daily refinery planned outage for CDU units (21585) in Brazil: Manguinhos in kb/d,yes
578532,"Daily refinery planned outage for COK units (19342) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578533,"Daily refinery planned outage for COK units (19343) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578534,Daily refinery planned outage for COK units (19424) in Brazil: Rnest (Abreu e Lima) in kb/d,yes
578535,"Daily refinery planned outage for COK units (19333) in Brazil: Repar (Araucaria, Parana) in kb/d",yes
578536,Daily refinery planned outage for COK units (19274) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578537,"Daily refinery planned outage for COK units (19291) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578538,"Daily refinery planned outage for COK units (19482) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578539,"Daily refinery planned outage for COK units (19490) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578540,"Daily refinery planned outage for COK units (19356) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578541,Daily refinery planned outage for COK units (19301) in Brazil: Regap (Betim) in kb/d,yes
578542,Daily refinery planned outage for FCC units (19414) in Brazil: Riograndense (ex Ipririanga Pelotas) in kb/d,yes
578543,Daily refinery planned outage for FCC units (19328) in Brazil: Reman (Manaus) in kb/d,yes
578544,"Daily refinery planned outage for FCC units (19292) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578545,"Daily refinery planned outage for FCC units (19357) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578546,"Daily refinery planned outage for FCC units (19331) in Brazil: Repar (Araucaria, Parana) in kb/d",yes
578547,Daily refinery planned outage for FCC units (20872) in Brazil: Refinaria de Mataripe in kb/d,yes
578548,"Daily refinery planned outage for FCC units (19345) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578549,"Daily refinery planned outage for FCC units (19346) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578550,"Daily refinery planned outage for FCC units (19483) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578551,Daily refinery planned outage for FCC units (19302) in Brazil: Regap (Betim) in kb/d,yes
578552,Daily refinery planned outage for FCC units (19309) in Brazil: Regap (Betim) in kb/d,yes
578553,"Daily refinery planned outage for RFCC units (19290) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578554,Daily refinery planned outage for RFCC units (20873) in Brazil: Refinaria de Mataripe in kb/d,yes
578555,Daily refinery planned outage for RFCC units (19269) in Brazil: Recap (Capuava SP) in kb/d,yes
578556,Daily refinery planned outage for RFMR units (261662) in Brazil: Reman (Manaus) in kb/d,yes
578557,Daily refinery planned outage for RFMR units (19279) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578558,"Daily refinery planned outage for RFMR units (19349) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578559,"Daily refinery planned outage for RFMR units (19332) in Brazil: Repar (Araucaria, Parana) in kb/d",yes
578560,"Daily refinery planned outage for RFMR units (19485) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578561,"Daily refinery planned outage for RFMR units (19358) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578562,Daily refinery planned outage for VDU units (20877) in Brazil: Refinaria de Mataripe in kb/d,yes
578563,"Daily refinery planned outage for VDU units (19488) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578564,"Daily refinery planned outage for VDU units (19489) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578565,Daily refinery planned outage for VDU units (19329) in Brazil: Reman (Manaus) in kb/d,yes
578566,"Daily refinery planned outage for VDU units (19294) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578567,"Daily refinery planned outage for VDU units (19348) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578568,Daily refinery planned outage for VDU units (20885) in Brazil: Refinaria de Mataripe in kb/d,yes
578569,"Daily refinery planned outage for VDU units (19359) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578570,"Daily refinery planned outage for VDU units (19347) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578571,"Daily refinery unplanned outage for ALK units (19484) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578572,Daily refinery unplanned outage for CDU units (21584) in Brazil: Lubnor in kb/d,yes
578573,Daily refinery unplanned outage for CDU units (20874) in Brazil: Refinaria de Mataripe in kb/d,yes
578574,Daily refinery unplanned outage for CDU units (20876) in Brazil: Refinaria de Mataripe in kb/d,yes
578575,Daily refinery unplanned outage for CDU units (20875) in Brazil: Refinaria de Mataripe in kb/d,yes
578576,"Daily refinery unplanned outage for CDU units (19287) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578577,"Daily refinery unplanned outage for CDU units (19288) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
578578,Daily refinery unplanned outage for CDU units (19272) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578579,Daily refinery unplanned outage for CDU units (19273) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578580,Daily refinery unplanned outage for CDU units (19275) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578581,"Daily refinery unplanned outage for CDU units (19480) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578582,"Daily refinery unplanned outage for CDU units (19481) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578583,"Daily refinery unplanned outage for CDU units (19479) in Brazil: RPBC (Cubatao, SP) in kb/d",yes
578584,Daily refinery unplanned outage for CDU units (19423) in Brazil: Rnest (Abreu e Lima) in kb/d,yes
578585,Daily refinery unplanned outage for CDU units (19413) in Brazil: Riograndense (ex Ipririanga Pelotas) in kb/d,yes
578586,Daily refinery unplanned outage for CDU units (19412) in Brazil: Riograndense (ex Ipririanga Pelotas) in kb/d,yes
578587,"Daily refinery unplanned outage for CDU units (19355) in Brazil: Revap (Sao Jose dos Campos, SP) in kb/d",yes
578588,"Daily refinery unplanned outage for CDU units (19341) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578589,"Daily refinery unplanned outage for CDU units (19351) in Brazil: Replan (Paulinia, SP) in kb/d",yes
578590,"Daily refinery unplanned outage for CDU units (19330) in Brazil: Repar (Araucaria, Parana) in kb/d",yes
578591,Daily refinery unplanned outage for CDU units (19268) in Brazil: Recap (Capuava SP) in kb/d,yes
578592,Daily refinery unplanned outage for COK units (19274) in Brazil: Reduc (Duque da Caixas) in kb/d,yes
578593,"Daily refinery unplanned outage for COK units (19291) in Brazil: Refap (Canoas, RGdS) in kb/d",yes
